STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TOBS,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041201,47, , ,0,0700,36, , ,0,0700,47, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041202,49, , ,0,0700,32, , ,0,0700,32, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041203,42, , ,0,0700,29, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041204,40, , ,0,0700,25, , ,0,0700,25, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041205,45, , ,0,0700,23, , ,0,0700,44, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041206,49, , ,0,0700,31, , ,0,0700,36, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041207,42, , ,0,0700,34, , ,0,0700,40, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041208,54, , ,0,0700,40, , ,0,0700,48, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041209,49, , ,0,0700,34, , ,0,0700,34, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041210,44, , ,0,0700,34, , ,0,0700,43, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041211,45, , ,0,0700,43, , ,0,0700,44, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041212,45, , ,0,0700,33, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041213,41, , ,0,0700,33, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041214,35, , ,0,0700,27, , ,0,0700,27, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041215,29, , ,0,0700,20, , ,0,0700,21, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041216,29, , ,0,0700,21, , ,0,0700,21, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041217,41, , ,0,0700,20, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041218,36, , ,0,0700,18, , ,0,0700,18, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041219,36, , ,0,0700,18, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041220,38, , ,0,0700,1, , ,0,0700,2, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041221,19, , ,0,0700,2, , ,0,0700,18, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041222,41, , ,0,0700,18, , ,0,0700,30, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041223,51, , ,0,0700,30, , ,0,0700,50, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041224,55, , ,0,0700,22, , ,0,0700,22, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041225,24, , ,0,0700,10, , ,0,0700,10, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041226,22, , ,0,0700,10, , ,0,0700,15, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041227,25, , ,0,0700,14, , ,0,0700,14, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041228,23, , ,0,0700,13, , ,0,0700,14, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041229,44, , ,0,0700,14, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041230,44, , ,0,0700,30, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20041231,43, , ,0,0700,32, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050101,55, , ,0,0700,41, , ,0,0700,52, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050102,57, , ,0,0700,33, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050103,45, , ,0,0700,35, , ,0,0700,41, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050104,48, , ,0,0700,41, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050105,46, , ,0,0700,37, , ,0,0700,37, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050106,38, , ,0,0700,30, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050107,39, , ,0,0700,29, , ,0,0700,30, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050108,35, , ,0,0700,29, , ,0,0700,34, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050109,41, , ,0,0700,32, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050110,38, , ,0,0700,32, , ,0,0700,34, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050111,42, , ,0,0700,31, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050112,36, , ,0,0700,31, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050113,45, , ,0,0700,35, , ,0,0700,44, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050114,63, , ,0,0700,38, , ,0,0700,38, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050115,38, , ,0,0700,20, , ,0,0700,20, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050116,31, , ,0,0700,19, , ,0,0700,22, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050117,25, , ,0,0700,15, , ,0,0700,15, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050118,17, , ,0,0700,5, , ,0,0700,5, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050119,15, , ,0,0700,5, , ,0,0700,15, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050120,29, , ,0,0700,15, , ,0,0700,23, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050121,27, , ,0,0700,7, , ,0,0700,7, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050122,18, , ,0,0700,6, , ,0,0700,8, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050123,16, , ,0,0700,6, , ,0,0700,7, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050124,18, , ,0,0700,3, , ,0,0700,5, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050125,25, , ,0,0700,5, , ,0,0700,24, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050126,34, , ,0,0700,24, , ,0,0700,32, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050127,38, , ,0,0700,5, , ,0,0700,5, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050128,19, , ,0,0700,0, , ,0,0700,0, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050129,23, , ,0,0700,-1, , ,0,0700,8, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050130,30, , ,0,0700,6, , ,0,0700,25, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050131,38, , ,0,0700,14, , ,0,0700,15, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050201,35, , ,0,0700,13, , ,0,0700,15, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050202,38, , ,0,0700,14, , ,0,0700,16, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050203,40, , ,0,0700,16, , ,0,0700,32, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050204,35, , ,0,0700,29, , ,0,0700,31, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050205,47, , ,0,0700,22, , ,0,0700,22, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050206,48, , ,0,0700,22, , ,0,0700,25, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050207,51, , ,0,0700,25, , ,0,0700,32, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050208,51, , ,0,0700,32, , ,0,0700,39, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050209,46, , ,0,0700,37, , ,0,0700,40, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050210,44, , ,0,0700,30, , ,0,0700,30, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050211,32, , ,0,0700,19, , ,0,0700,19, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050212,35, , ,0,0700,19, , ,0,0700,28, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050213,37, , ,0,0700,28, , ,0,0700,28, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050214,39, , ,0,0700,29, , ,0,0700,32, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050215,42, , ,0,0700,32, , ,0,0700,40, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050216,53, , ,0,0700,40, , ,0,0700,46, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050217,48, , ,0,0700,28, , ,0,0700,28, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050218,34, , ,0,0700,16, , ,0,0700,16, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050219,22, , ,0,0700,13, , ,0,0700,14, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050220,31, , ,0,0700,13, , ,0,0700,28, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050221,35, , ,0,0700,27, , ,0,0700,32, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050222,36, , ,0,0700,32, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050223,40, , ,0,0700,28, , ,0,0700,29, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050224,36, , ,0,0700,22, , ,0,0700,22, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050225,26, , ,0,0700,17, , ,0,0700,20, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050226,34, , ,0,0700,19, , ,0,0700,27, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050227,37, , ,0,0700,12, , ,0,0700,12, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050228,35, , ,0,0700,12, , ,0,0700,27, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050301,31, , ,0,0700,26, , ,0,0700,26, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050302,34, , ,0,0700,21, , ,0,0700,21, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050303,26, , ,0,0700,16, , ,0,0700,17, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050304,29, , ,0,0700,13, , ,0,0700,13, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050305,35, , ,0,0700,13, , ,0,0700,18, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050306,42, , ,0,0700,17, , ,0,0700,30, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050307,47, , ,0,0700,30, , ,0,0700,44, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050308,60, , ,0,0700,25, , ,0,0700,25, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050309,26, , ,0,0700,13, , ,0,0700,14, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050310,26, , ,0,0700,13, , ,0,0700,14, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050311,30, , ,0,0700,14, , ,0,0700,26, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050312,38, , ,0,0700,21, , ,0,0700,22, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050313,37, , ,0,0700,21, , ,0,0700,23, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050314,37, , ,0,0700,17, , ,0,0700,17, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050315,35, , ,0,0700,17, , ,0,0700,22, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050316,39, , ,0,0700,22, , ,0,0700,24, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050317,40, , ,0,0700,24, , ,0,0700,27, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050318,49, , ,0,0700,27, , ,0,0700,32, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050319,48, , ,0,0700,29, , ,0,0700,29, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050320,52, , ,0,0700,29, , ,0,0700,40, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050321,45, , ,0,0700,35, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050322,41, , ,0,0700,33, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050323,48, , ,0,0700,33, , ,0,0700,34, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050324,37, , ,0,0700,31, , ,0,0700,32, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050325,41, , ,0,0700,32, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050326,41, , ,0,0700,32, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050327,39, , ,0,0700,32, , ,0,0700,37, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050328,42, , ,0,0700,37, , ,0,0700,38, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050329,45, , ,0,0700,37, , ,0,0700,43, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050330,59, , ,0,0700,34, , ,0,0700,36, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050331,63, , ,0,0700,36, , ,0,0700,46, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050401,51, , ,0,0700,45, , ,0,0700,45, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050402,63, , ,0,0700,44, , ,0,0700,44, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050403,47, , ,0,0700,32, , ,0,0700,34, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050404,40, , ,0,0700,33, , ,0,0700,37, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050405,50, , ,0,0700,34, , ,0,0700,37, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050406,69, , ,0,0700,37, , ,0,0700,47, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050407,81, , ,0,0700,47, , ,0,0700,56, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050408,77, , ,0,0700,44, , ,0,0700,44, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050409,64, , ,0,0700,39, , ,0,0700,41, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050410,65, , ,0,0700,39, , ,0,0700,41, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050411,75, , ,0,0700,41, , ,0,0700,47, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050412,65, , ,0,0700,33, , ,0,0700,34, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050413,57, , ,0,0700,33, , ,0,0700,37, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050414,61, , ,0,0700,36, , ,0,0700,41, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050415,67, , ,0,0700,41, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050416,62, , ,0,0700,35, , ,0,0700,37, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050417,68, , ,0,0700,37, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050418,74, , ,0,0700,42, , ,0,0700,52, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050419,75, , ,0,0700,46, , ,0,0700,51, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050420,80, , ,0,0700,51, , ,0,0700,59, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050421,80, , ,0,0700,46, , ,0,0700,46, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050422,62, , ,0,0700,40, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050423,51, , ,0,0700,42, , ,0,0700,47, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050424,61, , ,0,0700,35, , ,0,0700,36, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050425,42, , ,0,0700,33, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050426,51, , ,0,0700,35, , ,0,0700,44, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050427,69, , ,0,0700,44, , ,0,0700,52, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050428,60, , ,0,0700,42, , ,0,0700,45, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050429,55, , ,0,0700,42, , ,0,0700,44, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050430,54, , ,0,0700,44, , ,0,0700,48, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050501,56, , ,0,0700,41, , ,0,0700,43, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050502,57, , ,0,0700,40, , ,0,0700,44, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050503,51, , ,0,0700,37, , ,0,0700,40, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050504,51, , ,0,0700,32, , ,0,0700,36, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050505,53, , ,0,0700,32, , ,0,0700,36, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050506,64, , ,0,0700,36, , ,0,0700,46, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050507,63, , ,0,0700,38, , ,0,0700,41, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050508,64, , ,0,0700,41, , ,0,0700,55, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050509,73, , ,0,0700,46, , ,0,0700,56, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050510,79, , ,0,0700,52, , ,0,0700,57, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050511,82, , ,0,0700,57, , ,0,0700,63, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050512,85, , ,0,0700,54, , ,0,0700,55, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050513,64, , ,0,0700,37, , ,0,0700,39, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050514,64, , ,0,0700,39, , ,0,0700,56, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050515,81, , ,0,0700,56, , ,0,0700,56, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050516,69, , ,0,0700,45, , ,0,0700,48, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050517,59, , ,0,0700,41, , ,0,0700,46, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050518,64, , ,0,0700,42, , ,0,0700,46, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050519,68, , ,0,0700,45, , ,0,0700,48, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050520,73, , ,0,0700,48, , ,0,0700,50, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050521,56, , ,0,0700,41, , ,0,0700,47, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050522,69, , ,0,0700,47, , ,0,0700,51, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050523,71, , ,0,0700,48, , ,0,0700,48, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050524,55, , ,0,0700,47, , ,0,0700,50, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050525,58, , ,0,0700,48, , ,0,0700,49, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050526,60, , ,0,0700,49, , ,0,0700,56, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050527,78, , ,0,0700,52, , ,0,0700,57, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050528,75, , ,0,0700,51, , ,0,0700,54, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050529,63, , ,0,0700,48, , ,0,0700,52, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050530,68, , ,0,0700,47, , ,0,0700,50, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050531,66, , ,0,0700,45, , ,0,0700,50, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050601,75, , ,0,0700,50, , ,0,0700,56, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050602,77, , ,0,0700,56, , ,0,0700,60, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050603,76, , ,0,0700,55, , ,0,0700,56, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050604,62, , ,0,0700,56, , ,0,0700,60, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050605,70, , ,0,0700,57, , ,0,0700,59, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050606,85, , ,0,0700,59, , ,0,0700,70, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20050607,84, , ,0,0700,60, , ,0,0700,64, , ,0,0700
